Pubmed_ID,Title,Author,Source,Abstract
27793086,Sex-linked markers in the North American green frog (Rana clamitans) developed using DArTseq provide early insight into sex chromosome evolution.,"Lambert MR, Skelly DK, Ezaz T",BMC Genomics. 2016 Oct 28;17(1):844. doi: 10.1186/s12864-016-3209-x.,"BACKGROUND: The extent to which sex reversal is associated with transitions in sex determining systems (XX-XY, ZZ-ZW, etc.) or abnormal sexual differentiation is predominantly unexplored in amphibians. This is in large part because most amphibian taxa have homomorphic sex chromosomes, which has traditionally made it challenging to identify discordance between phenotypic and genetic sex in amphibians, despite all amphibians having a genetic component to sex determination. Recent advances in molecular techniques such as genome complexity reduction and high throughput sequencing present a valuable avenue for furthering our understanding of sex determination in amphibians and other taxa with homomorphic sex chromosomes like many fish and reptiles. RESULTS: We use DArTseq as a novel approach to identify sex-linked markers in the North American green frog (Rana clamitans melanota) using lab-reared tadpoles as well as wild-caught adults from seven ponds either in undeveloped, forested habitats or suburban ponds known to be subject to contamination by anthropogenic chemicals. The DArTseq methodology identified 13 sex-linked SNP loci and eight presence-absence loci associated with males, indicating an XX-XY system. Both alleles from a single locus show partial high sequence homology to Dmrt1, a gene linked to sex determination and differentiation throughout Metazoa. Two other loci have sequence similarities to regions of the chimpanzee and human X-chromosome as well as the chicken Z-chromosome. Several loci also show geographic variation in sex-linkage, possibly indicating sex chromosome recombination. While all loci are statistically sex-linked, they show varying degrees of female heterozygosity and male homozygosity, providing further evidence that some markers are on regions of the sex chromosomes undergoing higher rates of recombination and therefore further apart from the putative sex determining locus. CONCLUSION: The ease of the DArTseq platform provides a useful avenue for future research on sex reversal and sex chromosome evolution in vertebrates, particularly for non-model species with homomorphic or cryptic or nascent sex chromosomes."
27562942,A Window of MHM Demethylation Correlates with Key Events in Gonadal Differentiation in the Chicken.,"Yang X, Deng J, Zheng J, Xia L, Yang Z, Qu L, Chen S, Xu G, Jiang H, Clinton M, Yang N",Sex Dev. 2016;10(3):152-8. doi: 10.1159/000447659. Epub 2016 Aug 26.,"The MHM (male hypermethylated) region on the chicken Z chromosome is of interest in terms of sex determination both because hypermethylation of the promoter in males results in female-specific expression, and in females the non-coding transcripts accumulate in the region of a locus that encodes a key candidate gene for testis differentiation in birds - DMRT1. However, it has yet to be established whether MHM plays a role in either sex determination or gonadal development in chicken. Here, we sought to establish the MHM methylation pattern during chicken gonadal development and determine how this pattern correlates with the expression profiles of genes involved in sex determination and gonadal differentiation. As expected, we found that MHM methylation levels were higher in male than in female gonads at most stages of development. We also showed that there was no significant difference in the methylation patterns between the right and left gonad and that the pattern of methylation in female gonads was not affected by sex reversal. However, we did find an unexpected window where MHM promoter methylation levels were very low in both males and females. This developmental window coincided with a stage of gonad development where there is a dramatic increase in expression of key testis genes in males and of key ovary genes in females. The current study raises the possibility that the non-coding RNA transcripts of MHM may affect testis and ovary differentiation by influencing sex-specific gene expression."
26556534,Transgenic Chickens Overexpressing Aromatase Have High Estrogen Levels but Maintain a Predominantly Male Phenotype.,"Lambeth LS, Morris KR, Wise TG, Cummins DM, O'Neil TE, Cao Y, Sinclair AH, Doran TJ, Smith CA",Endocrinology. 2016 Jan;157(1):83-90. doi: 10.1210/en.2015-1697. Epub 2015 Nov 10.,"Estrogens play a key role in sexual differentiation of both the gonads and external traits in birds. The production of estrogen occurs via a well-characterized steroidogenic pathway, which is a multistep process involving several enzymes, including cytochrome P450 aromatase. In chicken embryos, the aromatase gene (CYP19A1) is expressed female-specifically from the time of gonadal sex differentiation. Ectopic overexpression of aromatase in male chicken embryos induces gonadal sex reversal, and male embryos treated with estradiol become feminized; however, this is not permanent. To test whether a continuous supply of estrogen in adult chickens could induce stable male to female sex reversal, 2 transgenic male chickens overexpressing aromatase were generated using the Tol2/transposase system. These birds had robust ectopic aromatase expression, which resulted in the production of high serum levels of estradiol. Transgenic males had female-like wattle and comb growth and feathering, but they retained male weights, displayed leg spurs, and developed testes. Despite the small sample size, this data strongly suggests that high levels of circulating estrogen are insufficient to maintain a female gonadal phenotype in adult birds. Previous observations of gynandromorph birds and embryos with mixed sex chimeric gonads have highlighted the role of cell autonomous sex identity in chickens. This might imply that in the study described here, direct genetic effects of the male chromosomes largely prevailed over the hormonal profile of the aromatase transgenic birds. This data therefore support the emerging view of at least partial cell autonomous sex development in birds. However, a larger study will confirm this intriguing observation."
26377738,Identification of candidate gonadal sex differentiation genes in the chicken embryo using RNA-seq.,"Ayers KL, Lambeth LS, Davidson NM, Sinclair AH, Oshlack A, Smith CA",BMC Genomics. 2015 Sep 16;16:704. doi: 10.1186/s12864-015-1886-5.,"BACKGROUND: Despite some advances in recent years, the genetic control of gonadal sex differentiation during embryogenesis is still not completely understood. To identify new candidate genes involved in ovary and testis development, RNA-seq was used to define the transcriptome of embryonic chicken gonads at the onset of sexual differentiation (day 6.0/stage 29). RESULTS: RNA-seq revealed more than 1000 genes that were transcribed in a sex-biased manner at this early stage of gonadal differentiation. Comparison with undifferentiated gonads revealed that sex biased expression was derived primarily from autosomal rather than sex-linked genes. Gene ontology and pathway analysis indicated that many of these genes encoded proteins involved in extracellular matrix function and cytoskeletal remodelling, as well as tubulogenesis. Several of these genes are novel candidate regulators of gonadal sex differentiation, based on sex-biased expression profiles that are altered following experimental sex reversal. We further characterised three female-biased (ovarian) genes; calpain-5 (CAPN5), G-protein coupled receptor 56 (GPR56), and FGFR3 (fibroblast growth factor receptor 3). Protein expression of these candidates in the developing ovaries suggests that they play an important role in this tissue. CONCLUSIONS: This study provides insight into the earliest steps of vertebrate gonad sex differentiation, and identifies novel candidate genes for ovarian and testicular development."
25637020,Cell-autonomous sex differences in gene expression in chicken bone marrow-derived macrophages.,"Garcia-Morales C, Nandi S, Zhao D, Sauter KA, Vervelde L, McBride D, Sang HM, Clinton M, Hume DA",J Immunol. 2015 Mar 1;194(5):2338-44. doi: 10.4049/jimmunol.1401982. Epub 2015 Jan 30.,"We have identified differences in gene expression in macrophages grown from the bone marrow of male and female chickens in recombinant chicken M-CSF (CSF1). Cells were profiled with or without treatment with bacterial LPS for 24 h. Approximately 600 transcripts were induced by prolonged LPS stimulation to an equal extent in the male and female macrophages. Many transcripts encoded on the Z chromosome were expressed approximately 1.6-fold higher in males, reflecting a lack of dosage compensation in the homogametic sex. A smaller set of W chromosome-specific genes was expressed only in females. LPS signaling in mammals is associated with induction of type 1 IFN-responsive genes. Unexpectedly, because IFNs are encoded on the Z chromosome of chickens, unstimulated macrophages from the female birds expressed a set of known IFN-inducible genes at much higher levels than male cells under the same conditions. To confirm that these differences were not the consequence of the actions of gonadal hormones, we induced gonadal sex reversal to alter the hormonal environment of the developing chick and analyzed macrophages cultured from male, female, and female sex-reversed embryos. Gonadal sex reversal did not alter the sexually dimorphic expression of either sex-linked or IFN-responsive genes. We suggest that female birds compensate for the reduced dose of inducible IFN with a higher basal set point of IFN-responsive genes."
25563755,Gonadotropin-releasing hormone and gonadal steroids regulate transcription factor mRNA expression in primary pituitary and immortalized gonadotrope cells.,"Zheng W, Grafer CM, Kim J, Halvorson LM",Reprod Sci. 2015 Mar;22(3):285-99. doi: 10.1177/1933719114565031. Epub 2015 Jan 5.,"Hormonal regulation of pituitary gonadotropin gene expression has been attributed to gonadotropin-releasing hormone (GnRH)-mediated stimulation of immediate early gene expression and gonadal steroid interactions with their respective nuclear receptors. A number of orphan nuclear receptors including steroidogenic factor 1, liver receptor homologue 1, dosage-sensitive sex reversal, adrenal hypoplasia critical region, on chromosome X, gene 1, and chicken ovalbumin upstream promoter-transcription factors I/II as well as the GATA family members, GATA2 and GATA4, have also been implicated in transcriptional regulation of the gonadotropin genes. We hypothesized that hormonally mediated changes in these latter transcription factors may provide an additional mechanism for mediating hormonal effects beyond the more classically appreciated pathways. In these studies, we demonstrate significant regulation of orphan nuclear receptor and GATA messenger RNA levels by GnRH, dihydrotestosterone, estradiol, and progesterone in both cultured primary pituitary cells and gonadotrope-derived cell line, LbetaT2. These results advance our understanding of the complex mechanisms by which GnRH and steroid hormones achieve precise regulation of anterior pituitary function."
25509152,[Effect of sex inversion in embryos of domestic chicken (Gallu gallus domesticus) by influence of letrozole and tamoxifen].,"Trukhina AV, Lukina NA, Vakkerov-Kouzova ND, Nekrasova AA, Smirnov AF",Tsitologiia. 2014;56(2):123-31.,"Realization of program of sex formation in multicellular organisms is a complex multistage process. The role of the inductor in this process is assigned to sex hormones synthesized by cells of the emerging gonads. The action of androgens on the formation of the male is now well understood. However, little is known about the involvement of estrogen the female gonad formation and the formation of a female as a whole. Here we present the results of experimental sex inversion in female chickens produced by aromatase inhibition and by the action of tamoxifen on chicken embryos. We have shown various masculinizing effect depending on the dose of active substance and the number of injections. We have noted that inhibition of aromatase does not block meiotic prophase in oogoniums. We have suggested that there are differences in the mechanisms of action of retinoic acid and estrogens on oogenesis. We have first shown proteins and nucleoproteins that interact with the estrogen receptor 1 and provided maps of their gene localization in human and chicken genomes."
25455729,Orphan nuclear receptors as drug targets for the treatment of prostate and breast cancers.,"Roshan-Moniri M, Hsing M, Butler MS, Cherkasov A, Rennie PS",Cancer Treat Rev. 2014 Dec;40(10):1137-52. doi: 10.1016/j.ctrv.2014.10.005.,"Nuclear receptors (NRs), a family of 48 transcriptional factors, have been studied intensively for their roles in cancer development and progression. The presence of distinctive ligand binding sites capable of interacting with small molecules has made NRs attractive targets for developing cancer therapeutics. In particular, a number of drugs have been developed over the years to target human androgen- and estrogen receptors for the treatment of prostate cancer and breast cancer. In contrast, orphan nuclear receptors (ONRs), which in many cases lack known biological functions or ligands, are still largely under investigated. This review is a summary on ONRs that have been implicated in prostate and breast cancers, specifically retinoic acid-receptor-related orphan receptors (RORs), liver X receptors (LXRs), chicken ovalbumin upstream promoter transcription factors (COUP-TFs), estrogen related receptors (ERRs), nerve growth factor 1B-like receptors, and ''dosage-sensitive sex reversal, adrenal hypoplasia critical region, on chromosome X, gene 1'' (DAX1). Discovery and development of small molecules that can bind at various functional sites on these ONRs will help determine their biological functions. In addition, these molecules have the potential to act as prototypes for future drug development. Ultimately, the therapeutic value of targeting the ONRs may go well beyond prostate and breast cancers."
25075864,Synergistic effect of fadrozole and insulin-like growth factor-I on female-to-male sex reversal and body weight of broiler chicks.,"Mohammadrezaei M, Toghyani M, Gheisari A, Toghyani M, Eghbalsaied S",PLoS One. 2014 Jul 30;9(7):e103570. doi: 10.1371/journal.pone.0103570. eCollection 2014.,"The aim of this study was to investigate the effects of Fadrozole hydrochloride and recombinant human insulin-like growth factor I (rhIGF-I) on female-to-male sex reversal, hatching traits, and body weight of broiler chickens. On the third day of incubation, fertile eggs were randomly assigned to five experimental groups comprising (i) Fadrozole (0.1 mg/egg), (ii) rhIGF-I (100 ng/egg), (iii) Fadrozole (0.1 mg/egg) + rhIGF-I (100 ng/egg), (iv) vehicle injection (10 mM acetic acid and 0.1% BSA), and (v) non-injected eggs. Eggs in the rhIGF-I-injected groups showed the mode of hatching time at the 480th hour of incubation, 12 hours earlier compared to the other groups, with no statistically significant difference in mortality and hatchability. On Day 1 and 42 of production, 90% of genetically female chicks were masculinized using Fadrozole treatment, while 100% female-to-male phenotypic sex reversal was observed in the Fadrozole+rhIGF-I group. Fadrozole equalized the body weight of both genders, although rhIGF-I was effective on the body weight of male chicks only. Interestingly, combined rhIGF-I and Fadrozole could increase the body weight in both sexes compared to the individual injections (P<0.05). These findings revealed that (i) IGF-I-treated chicken embryos were shown to be an effective option for overcoming the very long chicken deprivation period, (ii) the simultaneous treatment with Fadrozole and IGF-I could maximize the female-to-male sex reversal chance, (iii) the increase in the body weight of masculinized chickens via Fadrozole could be equal to their genetically male counterparts, and (iv) the IGF-I effectiveness, specifically along with the application of aromatase inhibitors in female chicks, indicates that estrogen synthesis could be a stumbling block for the IGF-I action mechanism in female embryos."
23840850,Overexpression of aromatase alone is sufficient for ovarian development in genetically male chicken embryos.,"Lambeth LS, Cummins DM, Doran TJ, Sinclair AH, Smith CA",PLoS One. 2013 Jun 28;8(6):e68362. doi: 10.1371/journal.pone.0068362. Print 2013.,"Estrogens play a key role in sexual differentiation of both the gonads and external traits in birds. The production of estrogen occurs via a well-characterised steroidogenic pathway, which is a multi-step process involving several enzymes, including cytochrome P450 aromatase. In chicken embryos, the aromatase gene (CYP19A1) is expressed female-specifically from the time of gonadal sex differentiation. To further explore the role of aromatase in sex determination, we ectopically delivered this enzyme using the retroviral vector RCASBP in ovo. Aromatase overexpression in male chicken embryos induced gonadal sex-reversal characterised by an enlargement of the left gonad and development of ovarian structures such as a thickened outer cortex and medulla with lacunae. In addition, the expression of key male gonad developmental genes (DMRT1, SOX9 and Anti-Mullerian hormone (AMH)) was suppressed, and the distribution of germ cells in sex-reversed males followed the female pattern. The detection of SCP3 protein in late stage sex-reversed male embryonic gonads indicated that these genetically male germ cells had entered meiosis, a process that normally only occurs in female embryonic germ cells. This work shows for the first time that the addition of aromatase into a developing male embryo is sufficient to direct ovarian development, suggesting that male gonads have the complete capacity to develop as ovaries if provided with aromatase."
23671035,"The cloning and expression analysis of Lhx9 during gonadal sex differentiation in the red-eared slider turtle, Trachemys scripta, a species with temperature-dependent sex determination.","Bieser KL, Wibbels T, Mourad G, Paladino F",J Exp Zool B Mol Dev Evol. 2013 Jun;320(4):238-46. doi: 10.1002/jez.b.22497. Epub 2013 Apr 23.,"Many reptiles, including the red-eared slider turtle (Trachemys scripta), possess a temperature-dependent sex determination (TSD) mechanism where the temperature at which the developing embryos are incubated dictates the gonadal sex of the animal. A number of mammalian gene orthologues have been identified in the sex determination/differentiation cascade of reptiles with TSD although the exact trigger(s) is not well understood. A potential early regulator of gonadal differentiation, Lhx9, controls the proliferation of gonadal cells in mice and its absence prevents gonadal development and drastically reduces the expression of Sf-1, a gene that regulates the expression of steroidogenic enzymes in the bipotential gonad. In the current study, we cloned Lhx9 from T. scripta and analyzed its expression throughout the thermosensitive period of gonad development using quantitative PCR. We examined the expression profiles of Lhx9 in embryos incubated under control conditions at male- and female-producing temperatures and with the application of exogenous 17beta-estradiol or an aromatase inhibitor, Letrozole, to induce sex reversal. The T. scripta Lhx9 cDNA and predicted amino acid sequence showed high homology to those of chicken, anole, and mouse. Lhx9 was expressed at both male- and female-producing temperatures with expression levels increasing throughout the thermosensitive period. Letrozole induced sex-reversal did not alter Lhx9 expression levels. 17beta-estradiol treatments appeared to inhibit or delay gonadal differentiation and resulted in lower Lhx9 expression from the presumptive gonadal ridge region. The structural homology and temporal expression pattern of Lhx9 suggests that this represents a conserved element in the gonadal differentiation cascade of T. scripta."
