Pubmed_ID,Title,Author,Source,Abstract
30682621,Molecular signaling pathways elicited by 17alpha-ethinylestradiol in Japanese medaka male larvae undergoing gonadal differentiation.,"Abdelmoneim A, Abdu A, Chen S, Sepulveda MS",Aquat Toxicol. 2019 Mar;208:187-195. doi: 10.1016/j.aquatox.2019.01.013. Epub 2019 Jan 16.,"Estrogenic contaminants released into water bodies are potentially affecting the reproduction of aquatic organisms. Exposure to 17alpha-ethinylestradiol (EE2), a synthetic estrogen agonist commonly found in sewage effluents, has been shown to cause gonadal changes in male gonochoristic fish ranging from gonadal intersex to complete sex reversal. Although these gonadal changes have been well studied in Japanese medaka Oryzias latipes, the molecular mechanisms behind them are poorly understood. Our objective was to study the signaling pathways elicited by exposure to different concentrations of EE2 in this species. Embryos and larvae were sexed by the presence of leucophores and dmy expression (only in males). Male medaka were exposed to two EE2 concentrations (30 and 300 ng/L) during their gonadal differentiation period (7-22 dpf). The transcriptome of larvae was analyzed using RNA sequencing followed by pathway analysis. Genes involved in sex differentiation and gonadal development (e.g., cldn19, ctbp1, hsd17b4) showed a female-like expression pattern in EE2-exposed males with some genes changing in expression in an EE2 concentration-dependent manner. However, not all genes known to be involved in sex differentiation and gonadal development (e.g., wnt4b) were altered by EE2. Several of the prominently affected signaling pathways involved genes associated with steroidogenesis, steroid receptor signaling and steroid metabolism, such as cyp2b3, cyp3b40, cyp1a, hsd17b4. We also report on novel genes and pathways affected that might play a role in gonadal changes, including several genes associated with FXR/RXR and LXR/RXR activation networks. This study is the first to examine the transcriptomic changes in male fish resulting from exposure to EE2 during the gonadal differentiation period, providing new insights on the signaling pathways involved in the development of gonadal changes in gonochoristic fish."
30572174,Altered non-reproductive behavior and feminization caused by developmental exposure to 17alpha-ethinylestradiol persist to adulthood in three-spined stickleback (Gasterosteus aculeatus).,"Porseryd T, Larsson J, Kellner M, Bollner T, Dinnetz P, Porsch Hallstrom I",Aquat Toxicol. 2019 Feb;207:142-152. doi: 10.1016/j.aquatox.2018.11.024. Epub 2018 Nov 28.,"The synthetic estrogen 17alpha-ethinylestradiol (EE2), ubiquitous in the aquatic environment and commonly detected in sewage effluents, interferes with the endocrine system in multiple ways. Exposure during sensitive windows of development causes persistent effects on fertility, reproductive and non-reproductive behavior in mammals and fish. In the present study, three-spined stickleback (Gasterosteus aculeatus) were exposed to nominal 0 and 20 ng/L EE2 from fertilization to 7 weeks post-hatch. After 8 months of remediation in clean water three non-reproductive behaviors, not previously analyzed in developmentally EE2-exposed progeny of wild-caught fish, were evaluated. Chemical analysis revealed that the nominal 0 and 20 ng/L exposure contained 5 and 30 ng/L EE2, respectively. Therefore, the use of control fish from previous experiments was necessary for comparisons. Fish exposed during development showed significant concentration-dependent reduction in anxiety-like behavior in the scototaxis (light/dark preference) test by means of shorter latency to first entrance to the white compartment, more visits in white, and longer total time in white compared to unexposed fish. In the novel tank test, developmental exposure significantly increased the number of transitions to the upper half of the aquaria. Exposure to EE2 during development did not alter shoal cohesion in the shoaling test compared with unexposed fish but fish exposed to 30 ng/L EE2 had significantly longer latency to leave the shoal and fewer transitions away from the shoal compared to fish exposed to 5 ng/L EE2. Skewed sex ratio with more females, sex reversal in genetic males as well as intersex in males was observed after exposure to 30, but not 5 ng/L EE2. In conclusion, EE2 exposure during development in three-spined stickleback resulted in persistent effects on anxiety-like behaviors. These long-term effects from developmental exposure are likely to be of higher relevance for natural populations than are short-term effects from adult exposure."
30445213,"Dimorphism of sex and gonad-development-related genes in male and female lined seahorse, Hippocampus erectus, based on transcriptome analyses.","Qin G, Luo W, Tan S, Zhang B, Ma S, Lin Q",Genomics. 2019 May;111(3):260-266. doi: 10.1016/j.ygeno.2018.11.008. Epub 2018 Nov 13.,"Seahorse is characterized by its male pregnancy and sex-role reversal. To better understand the sexual dimorphism of male and female seahorses based on essential genes, we performed systematic transcriptome studies for both genders. A total of 157,834,590 cleaned reads were obtained and assembled into 129,268 transcripts and 31,764 could be annotated. Results showed that 176 up-regulated and 391 down-regulated transcripts were identified in the male seahorses compared with those in females. Genes involved in sex differentiation, such as dmrt1, sox9, fem1 and vasa, were identified and characterized. Moreover, the essential genes involved in reproductive molecular pathway were identified and analyzed in seahorses. In conclusion, the present study provides an archive for the future systematic research on seahorse sex differentiation."
29782841,"Alternative splicing of GnRH2 and GnRH2-associated peptide plays roles in gonadal differentiation of the rice field eel, Monopterus albus.","Feng K, Luo H, Hou M, Li Y, Chen J, Zhu Z, Hu W",Gen Comp Endocrinol. 2018 Oct 1;267:9-17. doi: 10.1016/j.ygcen.2018.05.021. Epub 2018 May 18.,"The rice field eel, Monopterus albus, is a protogynous hermaphrodite fish, in which the gonads are initially female ovaries which then transform into male testes. The exact mechanisms governing sex reversal in the rice field eel are unknown. In this study, a novel alternative splicing variant of GnRH2 (GnRH2-SV), retaining the second intron, was discovered in the gonad of the rice field eel. Compared to GnRH2, GnRH2-SV may give rise to a novel truncated GnRH2-associated peptide (New GAP2). The normal transcript of GnRH2 was primarily expressed in the brain, and could also be detected in the liver, spleen, ovary, and testis. However, GnRH2-SV was only expressed in the ovary and testis. During sex reversal, GnRH2 expression levels increased significantly at late stages; however, expression levels of GnRH2-SV were lower in ovary than in ovotestis and testis. We also examined the effect of three peptides (GnRHa, GAP2, and New GAP2) on gonadal sex differentiation during the third stage of ovarian development of the rice field eel. Compared to the control group, the expression of amh increased significantly following incubation with each of the three peptides. However, only New GAP2 stimulated the expression of sox9a1 mRNA in vitro. After intraperitoneal injection of GAP2, the expression of amh, foxl2, and cyp19a1a increased significantly after 12h; the concentration of serum 11-KT was also significantly increased at the 12h time point. Treatment with New GAP2 significantly increased the expression of amh, dmrt1a, and sox9a1, and also increased the concentration of serum 11-KT. After treated with GnRHa, the expression of amh, dmrt1a, sox9a1, cyp19a1a, and foxl2 increased significantly, as did the level of serum E2. These results indicated that both GAP2 and New GAP2 play a crucial role in inducing expression changes of sex-differentiation related genes, and may be involved in the gonadal development and sex reversal in the rice field eel."
29378592,Sox5 is involved in germ-cell regulation and sex determination in medaka following co-option of nested transposable elements.,"Schartl M, Schories S, Wakamatsu Y, Nagao Y, Hashimoto H, Bertin C, Mourot B, Schmidt C, Wilhelm D, Centanin L, Guiguen Y, Herpin A",BMC Biol. 2018 Jan 29;16(1):16. doi: 10.1186/s12915-018-0485-8.,"BACKGROUND: Sex determination relies on a hierarchically structured network of genes, and is one of the most plastic processes in evolution. The evolution of sex-determining genes within a network, by neo- or sub-functionalization, also requires the regulatory landscape to be rewired to accommodate these novel gene functions. We previously showed that in medaka fish, the regulatory landscape of the master male-determining gene dmrt1bY underwent a profound rearrangement, concomitantly with acquiring a dominant position within the sex-determining network. This rewiring was brought about by the exaptation of a transposable element (TE) called Izanagi, which is co-opted to act as a silencer to turn off the dmrt1bY gene after it performed its function in sex determination. RESULTS: We now show that a second TE, Rex1, has been incorporated into Izanagi. The insertion of Rex1 brought in a preformed regulatory element for the transcription factor Sox5, which here functions in establishing the temporal and cell-type-specific expression pattern of dmrt1bY. Mutant analysis demonstrates the importance of Sox5 in the gonadal development of medaka, and possibly in mice, in a dmrt1bY-independent manner. Moreover, Sox5 medaka mutants have complete female-to-male sex reversal. CONCLUSIONS: Our work reveals an unexpected complexity in TE-mediated transcriptional rewiring, with the exaptation of a second TE into a network already rewired by a TE. We also show a dual role for Sox5 during sex determination: first, as an evolutionarily conserved regulator of germ-cell number in medaka, and second, by de novo regulation of dmrt1 transcriptional activity during primary sex determination due to exaptation of the Rex1 transposable element."
28958500,Using RNA-seq to determine patterns of sex-bias in gene expression in the brain of the sex-role reversed Gulf Pipefish (Syngnathus scovelli).,"Beal AP, Martin FD, Hale MC",Mar Genomics. 2018 Feb;37:120-127. doi: 10.1016/j.margen.2017.09.005. Epub 2017 Sep 22.,"Sex-bias in gene expression is a widespread mechanism for controlling the development of phenotypes that differ between males and females. Most studies on sex-bias in gene expression have focused on species that exhibit traditional sex-roles (male-male competition and female parental care). By contrast the Syngnathid fishes (sea horses, pipefish, and sea dragons) are a group of organisms where many species exhibit male brooding and sex-role reversal (female-female competition for mates and paternal parental care), and little is known about how patterns of sex-bias in gene expression vary in species with sex-role reversal. Here we utilize RNA-seq technology to investigate patterns of sex-bias in gene expression in the brain tissue of the Gulf Pipefish (Syngnathus scovelli) a species that exhibits sex-role reversal. Gene expression analysis identified 73 sex-biased genes, 26 genes upregulated in females and 47 genes upregulated in males. Gene ontology analysis found 52 terms enriched for the sex-biased genes in a wide range of pathways suggesting that multiple functions and processes differ between the sexes. We focused on two areas of interest: sex steroids/hormones and circadian rhythms, both of which exhibited sex-bias in gene expression, and are known to influence sexual development in other species. Lastly, the work presented herein contributes to a growing body of genome data available for the Syngnathids, increasing our knowledge on patterns of gene expression in these unusual fishes."
28903904,Insights of sex determination and differentiation from medaka as a teleost model.,"Kang Y, Guan GJ, Hong YH",Yi Chuan. 2017 Jun 20;39(6):441-454. doi: 10.16288/j.yczz.17-140.,"The mechanisms of sex determination and differentiation in fish are highly divergent with a broad range of gonadal differentiation types from hermaphroditism to gonochorism. Multiple triggers regulate the process of sexual differentiation including genetic or environmental factors (temperature, light, hormones and/or pH value, etc.). In recent years, with the advances of molecular technologies and genetic engineering approaches, there are significant breakthroughs in identifying the master genes of vertebrate sex determination and differentiation. In this review, we explore the fundamental and molecular mechanisms underlying the sexual differentiation in teleost fish, using medaka (Oryzias latipes) as a model. We focus on the male pathways and factors, particularly on dmrt1, gsdf and amh genes involved in testicular differentiation, sexual reversal and plasticity. It is anticipated that new techniques will likely be developed in the field of sex manipulations and monosex breeding for fish aquaculture in the future."
28791553,Sex differences in discrimination reversal learning in the guppy.,"Miletto Petrazzini ME, Bisazza A, Agrillo C, Lucon-Xiccato T",Anim Cogn. 2017 Nov;20(6):1081-1091. doi: 10.1007/s10071-017-1124-4. Epub 2017 Aug 8.,"In several mammalian and avian species, females show a higher performance than males in tasks requiring cognitive flexibility such as the discrimination reversal learning. A recent study showed that female guppies are twice as efficient as males in a reversal learning task involving yellow-red discrimination, suggesting a higher cognitive flexibility in female guppies. However, the possibility exists that the superior performance exhibited by females does not reflect a general sex difference in cognitive abilities, but instead, is confined to colour discrimination tasks. To address this issue, we compared male and female guppies in two different discrimination reversal learning tasks and we performed a meta-analysis of these experiments and the previous one involving colour discrimination. In the first experiment of this study, guppies were tested in a task requiring them to learn to select the correct arm of a T-maze in order to rejoin a group of conspecifics. In experiment 2, guppies were observed in a numerical task requiring them to discriminate between 5 and 10 dots in order to obtain a food reward. Although females outperformed males in one condition of the T-maze, we did not find any clear evidence of females' greater reversal learning performance in either experiment. However, the meta-analysis of the three experiments supported the hypothesis of females' greater reversal learning ability. Our data do not completely exclude the idea that female guppies have a generally higher cognitive flexibility than males; however, they suggest that the size of this sex difference might depend on the task."
28711606,Ovarian aromatase loss-of-function mutant medaka undergo ovary degeneration and partial female-to-male sex reversal after puberty.,"Nakamoto M, Shibata Y, Ohno K, Usami T, Kamei Y, Taniguchi Y, Todo T, Sakamoto T, Young G, Swanson P, Naruse K, Nagahama Y",Mol Cell Endocrinol. 2018 Jan 15;460:104-122. doi: 10.1016/j.mce.2017.07.013. Epub 2017 Jul 13.,"Although estrogens have been generally considered to play a critical role in ovarian differentiation in non-mammalian vertebrates, the specific functions of estrogens during ovarian differentiation remain unclear. We isolated two mutants with premature stops in the ovarian aromatase (cyp19a1) gene from an N-ethyl-N-nitrosourea-based gene-driven mutagenesis library of the medaka, Oryzias latipes. In XX mutants, gonads first differentiated into normal ovaries containing many ovarian follicles that failed to accumulate yolk. Subsequently, ovarian tissues underwent extensive degeneration, followed by the appearance of testicular tissues on the dorsal side of ovaries. In the newly formed testicular tissue, strong expression of gsdf was detected in sox9a2-positive somatic cells surrounding germline stem cells suggesting that gsdf plays an important role in testicular differentiation during estrogen-depleted female-to-male sex reversal. We conclude that endogenous estrogens synthesized after fertilization are not essential for early ovarian differentiation but are critical for the maintenance of adult ovaries."
28660752,Biased Duplications and Loss of Members in Tdrd Family in Teleost Fish.,"Chen F, Luo M, Lai F, Yu C, Cheng H, Zhou R",J Exp Zool B Mol Dev Evol. 2017 Dec;328(8):727-736. doi: 10.1002/jez.b.22757. Epub 2017 Jun 28.,"Gene expansion and contraction are important evolution events. Some tdrd genes, especially multi-Tudor members, participate in Piwi-interacting RNA pathway and spermatogenesis. However, tdrd evolution and their functions in teleost fish are poorly understood. Here, we identified 14 tdrds in the teleost fish, swamp eel, which were clustered into 12 tdrd branches. Comparative synteny showed biased duplications and loss of members in the tdrd family. Both tdrd6 and tdrd7 were duplicated in the teleost fish, whereas tdrd8 was lost from the original locus. Expression analysis at both RNA and protein levels showed that tdrd6l, a duplicated multi-Tudor member, was gonad enriched. Expression pattern of tdrd6l in follicular epithelium and seminiferous epithelium during sex reversal supports its potential role in genome defense in germline."
28631836,Medaka extended one-generation reproduction test evaluating 4-nonylphenol.,"Watanabe H, Horie Y, Takanobu H, Koshio M, Flynn K, Iguchi T, Tatarazako N",Environ Toxicol Chem. 2017 Dec;36(12):3254-3266. doi: 10.1002/etc.3895. Epub 2017 Oct 18.,"The medaka extended one-generation test (MEOGRT) was developed as a multigenerational toxicity test for chemicals, particularly endocrine-disrupting chemicals. Briefly, 3 generations of Japanese medaka (Oryzias latipes) are exposed to a chemical over a 20-wk period: 3 wk in the parental generation (F0), 15 wk in the first generation (F1), and 2 wk in the second generation (F2). The present study reports the first MEOGRT results concerning branched isomer mixtures of 4-nonylphenol (NP). Adult F0 medaka exposed to NP at 5 actual concentrations (1.27, 2.95, 9.81, 27.8, 89.4 microg/L) were unaffected in terms of reproduction, although vitellogenin in the male liver was increased dose-dependently at concentration of 2.95 microg/L and higher. In F1, in contrast, total egg (fecundity), fertile egg, and fertility decreased as NP increased; lowest-observed-effect concentrations (LOECs) for total egg, fertile egg, and fertility were 1.27, 1.27, 27.8 microg/L, respectively. In F1, but not in F0, secondary sex characteristics (i.e., anal fin papillae in males) were suppressed at 27.8 microg/L NP. Vitellogenin induction in adult male fish was slightly weaker in F1 than it was in F0, however. Gonadal sex abnormality and sex reversal occurred at 27.8 and 89.4 microg/L NP in F1 subadults. At 89.4 microg/L NP, all genotypic F1 males in breeding pairs had female phenotype, and some even demonstrated spawning. Concentrations of NP lower than 89.4 microg/L did not affect F2 survival or hatching. The highest detected NP level in environmental freshwater in Japan was approximately a half of the LOEC (1.27 microg/L for F1 fecundity); in other countries, however, environmental concentrations above the LOEC are reported, suggesting that NP may be affecting fish populations. Environ Toxicol Chem 2017;36:3254-3266. (c) 2017 SETAC."
