Pubmed_ID,Title,Author,Source,Abstract
17341020,[Intersexuality in horses].,"Kuiper H, Distl O",Dtsch Tierarztl Wochenschr. 2007 Feb;114(2):50-6.,"Intersexuality is a rare congenital anomaly of horses. Diagnosis of intersexuality is difficult because there are usually no specific changes in the reproductive tract visible. During a period of five years, ten patients with reduced fertility or suspected intersexuality respectively were investigated using cytogenetic, molecular genetic, histopathological and endocrinological methods. In one case a 64,XX/63,X0 mosaicism was found. In six cases male pseudohermaphroditism was verified. These patients showed a male karyotype, testes and rudimentary parts of a female reproductive tract were present. One horse was suspected to be a male pseudohermaphrodite but the gonads were not examined. One horse was suspected to be affected by an XX-sex several syndrome and in one case a SRY-negative XY-sex reversal syndrome was most likely. In the case of an XX-sex reversal syndrome, there is a female chromosomal constitution, an uterus and cranial parts of the vagina are present but also testes tissue and possibly an enlarged penis like clitoris. Here an XX-sex reversal syndrome was suspected but not confirmed as it was not possible to examine the gonads and verify tissue from testes. Therefore a pseudohermaphroditismus femininus could not be excluded. In cases of XY-sex reversal syndrome the patients show a male chromosomal constitution, parts of a female reproductive tract but no testes tissue is present. For the horse described here, a deletion of the SRY gene was the most likely cause for the XY-sex reversal syndrome."
16386440,"SRY negative 64,XX intersex phenotype in an American saddlebred horse.","Bannasch D, Rinaldo C, Millon L, Latson K, Spangler T, Hubberty S, Galuppo L, Lowenstine L",Vet J. 2007 Mar;173(2):437-9. doi: 10.1016/j.tvjl.2005.11.008. Epub 2005 Dec 28.,"A female American saddlebred horse was presented for surgical correction of a possible pseudohermaphrodite condition. The horse had abnormal external genitalia and exhibited stallion-like behaviour. No evidence of uterine or ovarian tissue was identified on laparoscopic examination, but hypoplastic testicular-like tissue was removed, although this was found to contain no spermatogonia upon histopathological examination. A karyotype was performed and showed the normal chromosomal complement for a female horse (64,XX). Polymerase chain reaction to detect the SRY gene was negative in peripheral blood as well as the testicular-like tissue. This case represents the first report of an SRY negative XX-male sex reversal intersex phenotype, which is a potentially inherited condition, in an American saddlebred horse."
16267164,Exclusion of candidate genes for canine SRY-negative XX sex reversal.,"Kothapalli K, Kirkness E, Pujar S, Van Wormer R, Meyers-Wallen VN",J Hered. 2005;96(7):759-63. doi: 10.1093/jhered/esi129. Epub 2005 Nov 2.,"In mammals, the Y-linked SRY gene is normally responsible for testis induction, yet testis development can occur in the absence of Y-linked genes, including SRY. The canine model of SRY-negative XX sex reversal could lead to the discovery of novel genes in the mammalian sex determination pathway. The autosomal genes causing testis induction in this disorder in dogs, humans, pigs, and horses are presently unknown. In goats, a large deletion is responsible for sex reversal linked to the polled (hornless) phenotype. However, this region has been excluded as being causative of the canine disorder, as have WT1 and DMRT1 in more recent studies. The purpose of this study was to determine whether microsatellite marker alleles near or within five candidate genes (GATA4, FOG2, LHX1, SF1, SOX9) are associated with the affected phenotype in a pedigree of canine SRY-negative XX sex reversal. Primer sequences flanking nucleotide repeats were designed within genomic sequences of canine candidate gene homologues. Fluorescence-labeled polymorphic markers were used to screen a subset of the multigenerational pedigree, and marker alleles were determined by software. Our results indicate that the mutation causing canine SRY-negative XX sex reversal in this pedigree is unlikely to be located in regions containing these candidates."
16130458,"Sex reversal syndrome (64,XY; SRY-positive) in a mare demonstrating masculine behaviour.","Switonski M, Chmurzynska A, Szczerbal I, Lipczynski A, Yang F, Nowicka-Posluszna A",J Anim Breed Genet. 2005 Apr;122 Suppl 1:60-3. doi: 10.1111/j.1439-0388.2005.00510.x.,"A 5-year-old Thoroughbred mare was subjected to cytogenetic and molecular analysis because of infertility and masculine behaviour. Chromosome studies, including painting with the whole X chromosome specific probe, revealed a male chromosome complement (64,XY). The PCR amplification of the SRY and ZFY genes showed the presence of both those genes, while the endocrinological study demonstrated a high level of testosterone (9.7 nmol/l). Sequencing of the SRY gene (1121 bp), comprising also 5'- and 3'-UTRs, did not reveal any differences when compared with the sequence of normal stallions. It was proposed that this mare represents the androgen insensitivity syndrome (testicular feminization syndrome)."
12559464,"A sporadic case of the sex-reversed mare (64,XY; SRY-negative): molecular and cytogenetic studies of the Y chromosome.","Bugno M, Klukowska J, Slota E, Tischner M, Switonski M",Theriogenology. 2003 Apr 1;59(7):1597-603. doi: 10.1016/s0093-691x(02)01197-4.,"A sex-reversal syndrome appears frequently in the horse. The mare carriers of this syndrome lack of SRY gene. It is suggested that sex-reversal syndrome is probably caused by transfer of the SRY gene from Y to the X chromosome, due to abnormal meiotic exchange. The aim of the study was molecular analysis of the Y-linked genes in a case of the sex-reversed infertile mare with 64,XY karyotype. The karyotype was established on the basis of analysis of 350 metaphase spreads stained by CBG banding. Molecular analysis of the loci assigned to the Y chromosome revealed absence of the SRY gene and presence of the other studied loci (ZFY, AMEL-Y and STS-Y). In this animal all fragments representing X chromosome (ZFX, AMEL-X and STS-X) were detected. External genitalia in the mare were normal, uterus was small and ovaries (examined by ultrasonography) extremely small. The mechanism of sex-reversal syndrome formation was discussed. It is postulated that during spermatogenesis in the sire two crossing-over events between the X and Y chromosomes occurred. One of them took place between the ZFY and SRY loci and another one between the SRY locus and the centromere."
11322233,SRY-negative XX sex reversal in a pony: a case report.,"Vaughan L, Schofield W, Ennis S",Theriogenology. 2001 Mar 15;55(5):1051-7. doi: 10.1016/s0093-691x(01)00465-4.,"A three year old pony with sexually ambiguous external genitalia was found to have a normal female karyotype (64, XX) and bilateral inguinal testes. The PCR analysis of blood samples revealed the absence of the Y chromosome sequences SRY, eTSPY and ZFY. No Y chromosome sequences were identified in DNA extracted from the gonads. The mechanism whereby XX sex reversal occurs in the absence of SRY is unknown."
9306057,Sex reversal in the horse: 2 sides of a common coin.,Mittwoch U,Equine Vet J. 1997 Sep;29(5):333-4. doi: 10.1111/j.2042-3306.1997.tb03135.x.,?
3243967,Concentration of serum testosterone in XY sex reversed horses.,"Kent MG, Schneller HE, Hegsted RL, Johnston SD, Wachtel SS",J Endocrinol Invest. 1988 Sep;11(8):609-13. doi: 10.1007/BF03350191.,"The XY Sex Reversal Syndrome of the horse is a condition associated with female or intersexual development in genetic males. In our previous study, 38 sex reversed XY mares were classified according to behavior, gross clinical phenotype, gonadal status, and H-Y phenotype. Four classes were described, ranging from potentially fertile female (Class I) to virilized intersex (Class IV). In the present study, serum testosterone concentrations were measured in 29 sex-reversed XY mares, 3 normal mares and 3 normal stallions. Serums were obtained during the breeding season (March-August), and were stored at -70 C until assayed. Serum testosterone concentrations in the normal XX mares ranged from nondetectable to 0.41 ng/ml; in normal XY stallions, from 1.04 ng/ml to 2.4 ng/ml; and in XY mares, from nondetectable to 5.4 ng/ml. Sex reversed mares previously assigned to Class I or II had serum testosterone concentrations ranging from nondetectable to 0.22 ng/ml. Serum testosterone concentrations in XY mares were correlated with sex phenotype and behavior. Although the range of steroid concentrations among XY mares may be quantified more accurately with increased sampling, serum testosterone concentrations can be used currently as an added parameter for study of the sex reversed condition."
3410457,"XY sex reversal syndrome in the mare: clinical and behavioral studies, H-Y phenotype.","Kent MG, Shoffner RN, Hunter A, Elliston KO, Schroder W, Tolley E, Wachtel SS",Hum Genet. 1988 Aug;79(4):321-8. doi: 10.1007/BF00282169.,"An inherited genetic disorder causes XY embryos of the horse to develop as mares. On the basis of our study of 38 such mares, we have identified four grades or classes of XY sex reversal according to this scheme: class I, nearly normal female, of which some are fertile; class II, female with gonadal dysgenesis, normal mullerian development; class III, intersex mare with gonadal dysgenesis, abnormal mullerian development, enlarged clitoris; class IV, virilized intersex characterized by high levels of testosterone. In general, class I and class II mares were typed H-Y antigen-negative whereas class III and class IV mares were typed H-Y antigen-positive."
3356174,DNA analysis by flow cytometry.,"Kent M, Chandler R, Wachtel S",Cytogenet Cell Genet. 1988;47(1-2):88-9. doi: 10.1159/000132514.,"Accurate quantification of DNA from cells of several species is possible with flow cytometry. When one species is used as a reference, cytometric readings from two or more different species can be compared to obtain relative percent DNA or DNA indices. Differences in DNA from the male and female of the same species also can be measured. The method allows rapid screening of chromosomal abnormalities among large clinical populations, and evaluation of errors of sex determination such as XY sex reversal."
3732247,XY sex reversal in a mare.,Power MM,Equine Vet J. 1986 May;18(3):233-6. doi: 10.1111/j.2042-3306.1986.tb03609.x.,?
3720361,XY sex-reversal syndrome in the domestic horse.,"Kent MG, Shoffner RN, Buoen L, Weber AF",Cytogenet Cell Genet. 1986;42(1-2):8-18. doi: 10.1159/000132243.,"The XY sex-reversal syndrome occurs when a phenotypic mare is born that has the karyotype of a stallion. The syndrome is manifested by both genotypic and phenotypic heterogeneity. The sex-reversed genetic condition occurs frequently within certain pedigrees where XY females have been found and can be readily detected by chromosome karyotyping. The phenotypic spectrum ranges from the feminine mare with a reproductive tract that is within normal limits to the greatly masculinized mare. Pedigree analysis suggests that there are two modes of inheritance: (1) an X-linked recessive or autosomal sex-limited dominant transmitted through the female and (2) an autosomal sex-limited dominant or a Y chromosomal mutation with variable expression transmitted through the male. The proportion of female to male progeny of the 69 top-producing Arabian stallions in the world is 53 to 47, indicating that the occurrence of genetic defects affecting the sex ratio such as the XY sex-reversal syndrome is relatively infrequent. In nine cases where the sex ratios of stallions deviated significantly from the expected sex ratio, the incidence of female infertility also increased. Cytogenetic screening of young animals would provide for early detection and avoid the expense and disappointment of continuous breeding attempts. Just as importantly, it would aid in the reduction and the possible elimination of this genetic condition from breeding herds."
